Order ID,Customer ID,Category,Cookies Shipped,Revenue,Cost,Order Date,Ship Date,Order Status
380850,152689, YT Restaurants, $73.00 , $365.00 , $182.50 ,12/19/2018,12/24/2018,Shipped
670356,325698, Cascade Grovers, $932.00 ," $4,660.00 "," $2,330.00 ",12/21/2018,12/23/2018,Shipped
862692,325698, Cascade Grovers, $989.00 ," $4,945.00 "," $2,472.50 ",12/21/2018,12/23/2018,Shipped
241649,152689, YT Restaurants, $687.00 ," $3,435.00 "," $1,717.50 ",12/18/2018,12/23/2018,Shipped
581611,985245, Quick Bite Convenience Stores, $197.00 , $985.00 , $492.50 ,12/18/2018,12/22/2018,Shipped
331570,985245, Quick Bite Convenience Stores, $310.00 ," $1,550.00 ", $775.00 ,12/18/2018,12/22/2018,Shipped
812306,785432, Park & Eat LLC, $81.00 , $405.00 , $202.50 ,12/17/2018,12/22/2018,Shipped
206703,152689, YT Restaurants, $888.00 ," $4,440.00 "," $2,220.00 ",12/17/2018,12/22/2018,Shipped
828072,152689, YT Restaurants, $294.00 ," $1,470.00 ", $735.00 ,12/17/2018,12/22/2018,Shipped
892458,325698, Cascade Grovers, $590.00 ," $2,950.00 "," $1,475.00 ",12/19/2018,12/21/2018,Shipped
619130,785432, Park & Eat LLC, $671.00 ," $3,355.00 "," $1,677.50 ",12/15/2018,12/19/2018,Shipped
720134,325698, Cascade Grovers, $641.00 ," $3,205.00 "," $1,602.50 ",12/16/2018,12/18/2018,Shipped
136405,452584, Acme Grocery Stores, $744.00 ," $3,720.00 "," $1,860.00 ",12/15/2018,12/17/2018,Shipped
191249,325698, Cascade Grovers, $246.00 ," $1,230.00 ", $615.00 ,12/15/2018,12/17/2018,Shipped
155922,985245, Quick Bite Convenience Stores, $564.00 ," $2,820.00 "," $1,410.00 ",12/13/2018,12/17/2018,Shipped
642115,985245, Quick Bite Convenience Stores, $105.00 , $525.00 , $262.50 ,12/13/2018,12/17/2018,Shipped
189173,985245, Quick Bite Convenience Stores, $564.00 ," $2,820.00 "," $1,410.00 ",12/12/2018,12/16/2018,Shipped
938098,985245, Quick Bite Convenience Stores, $662.00 ," $3,310.00 "," $1,655.00 ",12/12/2018,12/16/2018,Shipped
526282,152689, YT Restaurants, $98.00 , $490.00 , $245.00 ,12/11/2018,12/16/2018,Shipped
711636,152689, YT Restaurants, $560.00 ," $2,800.00 "," $1,400.00 ",12/11/2018,12/16/2018,Shipped
550611,152689, YT Restaurants, $185.00 , $925.00 , $462.50 ,12/10/2018,12/16/2018,Shipped
272792,985245, Quick Bite Convenience Stores, $588.00 ," $2,940.00 "," $1,470.00 ",12/12/2018,12/15/2018,Shipped
290830,985245, Quick Bite Convenience Stores, $365.00 ," $1,825.00 ", $912.50 ,12/11/2018,12/15/2018,Shipped
303389,785432, Park & Eat LLC, $549.00 ," $2,745.00 "," $1,372.50 ",12/11/2018,12/15/2018,Shipped
992034,152689, YT Restaurants, $88.00 , $440.00 , $220.00 ,12/10/2018,12/15/2018,Shipped
405505,785432, Park & Eat LLC, $895.00 ," $4,475.00 "," $2,237.50 ",12/9/2018,12/14/2018,Shipped
821172,985245, Quick Bite Convenience Stores, $840.00 ," $4,200.00 "," $2,100.00 ",12/9/2018,12/13/2018,Shipped
276942,152689, YT Restaurants, $168.00 , $840.00 , $420.00 ,12/8/2018,12/13/2018,Shipped
889422,152689, YT Restaurants, $721.00 ," $3,605.00 "," $1,802.50 ",12/8/2018,12/13/2018,Shipped
422603,785432, Park & Eat LLC, $862.00 ," $4,310.00 "," $2,155.00 ",12/8/2018,12/12/2018,Shipped
262517,785432, Park & Eat LLC, $738.00 ," $3,690.00 "," $1,845.00 ",12/7/2018,12/12/2018,Shipped
213386,325698, Cascade Grovers, $55.00 , $275.00 , $137.50 ,12/9/2018,12/11/2018,Shipped
527471,152689, YT Restaurants, $810.00 ," $4,050.00 "," $2,025.00 ",12/6/2018,12/11/2018,Shipped
844626,985245, Quick Bite Convenience Stores, $410.00 ," $2,050.00 "," $1,025.00 ",12/6/2018,12/10/2018,Shipped
173380,325698, Cascade Grovers, $197.00 , $985.00 , $492.50 ,12/7/2018,12/9/2018,Shipped
118901,985245, Quick Bite Convenience Stores, $746.00 ," $3,730.00 "," $1,865.00 ",12/5/2018,12/9/2018,Shipped
277170,325698, Cascade Grovers, $243.00 ," $1,215.00 ", $607.50 ,12/6/2018,12/8/2018,Shipped
953749,985245, Quick Bite Convenience Stores, $477.00 ," $2,385.00 "," $1,192.50 ",12/4/2018,12/8/2018,Shipped
942602,325698, Cascade Grovers, $951.00 ," $4,755.00 "," $2,377.50 ",12/5/2018,12/7/2018,Shipped
505315,985245, Quick Bite Convenience Stores, $247.00 ," $1,235.00 ", $617.50 ,12/3/2018,12/7/2018,Shipped
159152,152689, YT Restaurants, $767.00 ," $3,835.00 "," $1,917.50 ",12/2/2018,12/7/2018,Shipped
372717,325698, Cascade Grovers, $583.00 ," $2,915.00 "," $1,457.50 ",12/4/2018,12/6/2018,Shipped
872410,325698, Cascade Grovers, $229.00 ," $1,145.00 ", $572.50 ,12/3/2018,12/5/2018,Shipped
506922,325698, Cascade Grovers, $475.00 ," $2,375.00 "," $1,187.50 ",12/3/2018,12/5/2018,Shipped
826820,985245, Quick Bite Convenience Stores, $786.00 ," $3,930.00 "," $1,965.00 ",12/1/2018,12/5/2018,Shipped
814464,785432, Park & Eat LLC, $710.00 ," $3,550.00 "," $1,775.00 ",11/30/2018,12/5/2018,Shipped
395126,785432, Park & Eat LLC, $86.00 , $430.00 , $215.00 ,11/30/2018,12/5/2018,Shipped
417405,325698, Cascade Grovers, $101.00 , $505.00 , $252.50 ,12/1/2018,12/3/2018,Shipped
661484,985245, Quick Bite Convenience Stores, $940.00 ," $4,700.00 "," $2,350.00 ",11/29/2018,12/3/2018,Shipped
851717,152689, YT Restaurants, $130.00 , $650.00 , $325.00 ,11/28/2018,12/3/2018,Shipped
545153,325698, Cascade Grovers, $821.00 ," $4,105.00 "," $2,052.50 ",11/30/2018,12/2/2018,Shipped
131853,985245, Quick Bite Convenience Stores, $668.00 ," $3,340.00 "," $1,670.00 ",11/28/2018,12/2/2018,Shipped
520913,985245, Quick Bite Convenience Stores, $629.00 ," $3,145.00 "," $1,572.50 ",11/28/2018,12/2/2018,Shipped
445269,152689, YT Restaurants, $286.00 ," $1,430.00 ", $715.00 ,11/27/2018,12/2/2018,Shipped
747149,785432, Park & Eat LLC, $387.00 ," $1,935.00 ", $967.50 ,11/26/2018,12/1/2018,Shipped
120003,152689, YT Restaurants, $828.00 ," $4,140.00 "," $2,070.00 ",11/26/2018,12/1/2018,Shipped
876754,325698, Cascade Grovers, $770.00 ," $3,850.00 "," $1,925.00 ",11/28/2018,11/30/2018,Shipped
107564,985245, Quick Bite Convenience Stores, $326.00 ," $1,630.00 ", $815.00 ,11/25/2018,11/29/2018,Shipped
713016,785432, Park & Eat LLC, $495.00 ," $2,475.00 "," $1,237.50 ",11/24/2018,11/29/2018,Shipped
113782,152689, YT Restaurants, $862.00 ," $4,310.00 "," $2,155.00 ",11/24/2018,11/29/2018,Shipped
446955,325698, Cascade Grovers, $530.00 ," $2,650.00 "," $1,325.00 ",11/26/2018,11/28/2018,Shipped
483418,325698, Cascade Grovers, $782.00 ," $3,910.00 "," $1,955.00 ",11/25/2018,11/28/2018,Shipped
330783,985245, Quick Bite Convenience Stores, $973.00 ," $4,865.00 "," $2,432.50 ",11/25/2018,11/28/2018,Shipped
612078,452584, Acme Grocery Stores, $332.00 ," $1,660.00 ", $830.00 ,11/25/2018,11/27/2018,Shipped
604812,452584, Acme Grocery Stores, $504.00 ," $2,520.00 "," $1,260.00 ",11/25/2018,11/27/2018,Shipped
382370,985245, Quick Bite Convenience Stores, $192.00 , $960.00 , $480.00 ,11/23/2018,11/27/2018,Shipped
640121,152689, YT Restaurants, $922.00 ," $4,610.00 "," $2,305.00 ",11/22/2018,11/27/2018,Shipped
505927,985245, Quick Bite Convenience Stores, $463.00 ," $2,315.00 "," $1,157.50 ",11/22/2018,11/26/2018,Shipped
659985,985245, Quick Bite Convenience Stores, $417.00 ," $2,085.00 "," $1,042.50 ",11/22/2018,11/26/2018,Shipped
724626,985245, Quick Bite Convenience Stores, $191.00 , $955.00 , $477.50 ,11/22/2018,11/26/2018,Shipped
275726,325698, Cascade Grovers, $777.00 ," $3,885.00 "," $1,942.50 ",11/23/2018,11/25/2018,Shipped
362364,985245, Quick Bite Convenience Stores, $502.00 ," $2,510.00 "," $1,255.00 ",11/21/2018,11/25/2018,Shipped
905497,785432, Park & Eat LLC, $850.00 ," $4,250.00 "," $2,125.00 ",11/21/2018,11/25/2018,Shipped
152616,985245, Quick Bite Convenience Stores, $606.00 ," $3,030.00 "," $1,515.00 ",11/20/2018,11/23/2018,Shipped
825940,785432, Park & Eat LLC, $821.00 ," $4,105.00 "," $2,052.50 ",11/19/2018,11/23/2018,Shipped
131818,785432, Park & Eat LLC, $880.00 ," $4,400.00 "," $2,200.00 ",11/17/2018,11/22/2018,Shipped
856895,152689, YT Restaurants, $567.00 ," $2,835.00 "," $1,417.50 ",11/16/2018,11/21/2018,Shipped
830880,152689, YT Restaurants, $792.00 ," $3,960.00 "," $1,980.00 ",11/16/2018,11/21/2018,Shipped
226144,985245, Quick Bite Convenience Stores, $341.00 ," $1,705.00 ", $852.50 ,11/16/2018,11/20/2018,Shipped
946152,985245, Quick Bite Convenience Stores, $165.00 , $825.00 , $412.50 ,11/16/2018,11/19/2018,Shipped
953253,985245, Quick Bite Convenience Stores, $184.00 , $920.00 , $460.00 ,11/15/2018,11/19/2018,Shipped
439353,785432, Park & Eat LLC, $190.00 , $950.00 , $475.00 ,11/15/2018,11/19/2018,Shipped
551260,785432, Park & Eat LLC, $497.00 ," $2,485.00 "," $1,242.50 ",11/14/2018,11/19/2018,Shipped
382466,452584, Acme Grocery Stores, $782.00 ," $3,910.00 "," $1,955.00 ",11/16/2018,11/18/2018,Shipped
590377,325698, Cascade Grovers, $993.00 ," $4,965.00 "," $2,482.50 ",11/16/2018,11/18/2018,Shipped
205487,985245, Quick Bite Convenience Stores, $839.00 ," $4,195.00 "," $2,097.50 ",11/15/2018,11/18/2018,Shipped
196451,152689, YT Restaurants, $530.00 ," $2,650.00 "," $1,325.00 ",11/13/2018,11/18/2018,Shipped
796313,152689, YT Restaurants, $324.00 ," $1,620.00 ", $810.00 ,11/13/2018,11/18/2018,Shipped
412526,325698, Cascade Grovers, $295.00 ," $1,475.00 ", $737.50 ,11/15/2018,11/17/2018,Shipped
383198,985245, Quick Bite Convenience Stores, $330.00 ," $1,650.00 ", $825.00 ,11/14/2018,11/17/2018,Shipped
101344,785432, Park & Eat LLC, $186.00 , $930.00 , $465.00 ,11/13/2018,11/17/2018,Shipped
875766,985245, Quick Bite Convenience Stores, $527.00 ," $2,635.00 "," $1,317.50 ",11/12/2018,11/16/2018,Shipped
822035,325698, Cascade Grovers, $968.00 ," $4,840.00 "," $2,420.00 ",11/13/2018,11/15/2018,Shipped
914010,325698, Cascade Grovers, $786.00 ," $3,930.00 "," $1,965.00 ",11/13/2018,11/15/2018,Shipped
925281,325698, Cascade Grovers, $695.00 ," $3,475.00 "," $1,737.50 ",11/12/2018,11/15/2018,Shipped
715374,325698, Cascade Grovers, $90.00 , $450.00 , $225.00 ,11/12/2018,11/14/2018,Shipped
550504,325698, Cascade Grovers, $677.00 ," $3,385.00 "," $1,692.50 ",11/12/2018,11/14/2018,Shipped
837296,452584, Acme Grocery Stores, $160.00 , $800.00 , $400.00 ,11/11/2018,11/13/2018,Shipped
890392,985245, Quick Bite Convenience Stores, $844.00 ," $4,220.00 "," $2,110.00 ",11/9/2018,11/13/2018,Shipped
867242,985245, Quick Bite Convenience Stores, $135.00 , $675.00 , $337.50 ,11/9/2018,11/12/2018,Shipped
512915,152689, YT Restaurants, $661.00 ," $3,305.00 "," $1,652.50 ",11/7/2018,11/12/2018,Shipped
100083,152689, YT Restaurants, $178.00 , $890.00 , $445.00 ,11/7/2018,11/12/2018,Shipped
442446,325698, Cascade Grovers, $84.00 , $420.00 , $210.00 ,11/9/2018,11/11/2018,Shipped
196123,152689, YT Restaurants, $732.00 ," $3,660.00 "," $1,830.00 ",11/6/2018,11/11/2018,Shipped
879782,325698, Cascade Grovers, $470.00 ," $2,350.00 "," $1,175.00 ",11/8/2018,11/10/2018,Shipped
751834,325698, Cascade Grovers, $862.00 ," $4,310.00 "," $2,155.00 ",11/8/2018,11/10/2018,Shipped
303174,985245, Quick Bite Convenience Stores, $702.00 ," $3,510.00 "," $1,755.00 ",11/6/2018,11/10/2018,Shipped
857256,785432, Park & Eat LLC, $588.00 ," $2,940.00 "," $1,470.00 ",11/6/2018,11/10/2018,Shipped
597562,985245, Quick Bite Convenience Stores, $66.00 , $330.00 , $165.00 ,11/5/2018,11/9/2018,Shipped
514876,325698, Cascade Grovers, $718.00 ," $3,590.00 "," $1,795.00 ",11/6/2018,11/8/2018,Shipped
356954,325698, Cascade Grovers, $638.00 ," $3,190.00 "," $1,595.00 ",11/6/2018,11/8/2018,Shipped
351554,985245, Quick Bite Convenience Stores, $320.00 ," $1,600.00 ", $800.00 ,11/5/2018,11/8/2018,Shipped
927084,152689, YT Restaurants, $806.00 ," $4,030.00 "," $2,015.00 ",11/3/2018,11/8/2018,Shipped
556449,325698, Cascade Grovers, $535.00 ," $2,675.00 "," $1,337.50 ",11/5/2018,11/7/2018,Shipped
706671,325698, Cascade Grovers, $770.00 ," $3,850.00 "," $1,925.00 ",11/5/2018,11/7/2018,Shipped
214620,325698, Cascade Grovers, $248.00 ," $1,240.00 ", $620.00 ,11/5/2018,11/7/2018,Shipped
183463,985245, Quick Bite Convenience Stores, $318.00 ," $1,590.00 ", $795.00 ,11/3/2018,11/7/2018,Shipped
816736,785432, Park & Eat LLC, $653.00 ," $3,265.00 "," $1,632.50 ",11/3/2018,11/7/2018,Shipped
453292,152689, YT Restaurants, $557.00 ," $2,785.00 "," $1,392.50 ",11/2/2018,11/7/2018,Shipped
283666,985245, Quick Bite Convenience Stores, $819.00 ," $4,095.00 "," $2,047.50 ",11/1/2018,11/5/2018,Shipped
400637,985245, Quick Bite Convenience Stores, $519.00 ," $2,595.00 "," $1,297.50 ",10/31/2018,11/4/2018,Shipped
777049,152689, YT Restaurants, $791.00 ," $3,955.00 "," $1,977.50 ",10/30/2018,11/4/2018,Shipped
443749,152689, YT Restaurants, $500.00 ," $2,500.00 "," $1,250.00 ",10/30/2018,11/4/2018,Shipped
508614,152689, YT Restaurants, $55.00 , $275.00 , $137.50 ,10/30/2018,11/4/2018,Shipped
966987,325698, Cascade Grovers, $697.00 ," $3,485.00 "," $1,742.50 ",11/1/2018,11/3/2018,Shipped
280061,325698, Cascade Grovers, $552.00 ," $2,760.00 "," $1,380.00 ",10/31/2018,11/3/2018,Shipped
562031,152689, YT Restaurants, $111.00 , $555.00 , $277.50 ,10/29/2018,11/3/2018,Shipped
488358,325698, Cascade Grovers, $999.00 ," $4,995.00 "," $2,497.50 ",10/31/2018,11/2/2018,Shipped
461601,325698, Cascade Grovers, $708.00 ," $3,540.00 "," $1,770.00 ",10/31/2018,11/2/2018,Shipped
388110,325698, Cascade Grovers, $641.00 ," $3,205.00 "," $1,602.50 ",10/30/2018,11/2/2018,Shipped
976472,985245, Quick Bite Convenience Stores, $125.00 , $625.00 , $312.50 ,10/27/2018,10/30/2018,Shipped
610579,152689, YT Restaurants, $307.00 ," $1,535.00 ", $767.50 ,10/25/2018,10/30/2018,Shipped
699931,325698, Cascade Grovers, $725.00 ," $3,625.00 "," $1,812.50 ",10/27/2018,10/29/2018,Shipped
360628,985245, Quick Bite Convenience Stores, $106.00 , $530.00 , $265.00 ,10/25/2018,10/29/2018,Shipped
249683,985245, Quick Bite Convenience Stores, $107.00 , $535.00 , $267.50 ,10/25/2018,10/29/2018,Shipped
520080,985245, Quick Bite Convenience Stores, $188.00 , $940.00 , $470.00 ,10/25/2018,10/29/2018,Shipped
672323,985245, Quick Bite Convenience Stores, $506.00 ," $2,530.00 "," $1,265.00 ",10/25/2018,10/29/2018,Shipped
744485,985245, Quick Bite Convenience Stores, $762.00 ," $3,810.00 "," $1,905.00 ",10/25/2018,10/29/2018,Shipped
396700,152689, YT Restaurants, $782.00 ," $3,910.00 "," $1,955.00 ",10/24/2018,10/29/2018,Shipped
880898,452584, Acme Grocery Stores, $652.00 ," $3,260.00 "," $1,630.00 ",10/25/2018,10/27/2018,Shipped
609296,325698, Cascade Grovers, $691.00 ," $3,455.00 "," $1,727.50 ",10/24/2018,10/27/2018,Shipped
839911,325698, Cascade Grovers, $575.00 ," $2,875.00 "," $1,437.50 ",10/24/2018,10/27/2018,Shipped
867588,152689, YT Restaurants, $188.00 , $940.00 , $470.00 ,10/22/2018,10/27/2018,Shipped
487829,325698, Cascade Grovers, $907.00 ," $4,535.00 "," $2,267.50 ",10/24/2018,10/26/2018,Shipped
951981,985245, Quick Bite Convenience Stores, $894.00 ," $4,470.00 "," $2,235.00 ",10/23/2018,10/26/2018,Shipped
648302,785432, Park & Eat LLC, $734.00 ," $3,670.00 "," $1,835.00 ",10/22/2018,10/26/2018,Shipped
835302,985245, Quick Bite Convenience Stores, $698.00 ," $3,490.00 "," $1,745.00 ",10/22/2018,10/25/2018,Shipped
336881,152689, YT Restaurants, $766.00 ," $3,830.00 "," $1,915.00 ",10/20/2018,10/25/2018,Shipped
233104,985245, Quick Bite Convenience Stores, $616.00 ," $3,080.00 "," $1,540.00 ",10/20/2018,10/24/2018,Shipped
963657,985245, Quick Bite Convenience Stores, $340.00 ," $1,700.00 ", $850.00 ,10/20/2018,10/23/2018,Shipped
393084,985245, Quick Bite Convenience Stores, $333.00 ," $1,665.00 ", $832.50 ,10/20/2018,10/23/2018,Shipped
278993,785432, Park & Eat LLC, $867.00 ," $4,335.00 "," $2,167.50 ",10/18/2018,10/23/2018,Shipped
671486,325698, Cascade Grovers, $418.00 ," $2,090.00 "," $1,045.00 ",10/19/2018,10/22/2018,Shipped
886782,985245, Quick Bite Convenience Stores, $315.00 ," $1,575.00 ", $787.50 ,10/19/2018,10/22/2018,Shipped
286172,985245, Quick Bite Convenience Stores, $86.00 , $430.00 , $215.00 ,10/19/2018,10/22/2018,Shipped
487988,452584, Acme Grocery Stores, $324.00 ," $1,620.00 ", $810.00 ,10/19/2018,10/21/2018,Shipped
285862,985245, Quick Bite Convenience Stores, $369.00 ," $1,845.00 ", $922.50 ,10/17/2018,10/21/2018,Shipped
245347,152689, YT Restaurants, $900.00 ," $4,500.00 "," $2,250.00 ",10/16/2018,10/21/2018,Shipped
851281,985245, Quick Bite Convenience Stores, $656.00 ," $3,280.00 "," $1,640.00 ",10/15/2018,10/19/2018,Shipped
293571,152689, YT Restaurants, $570.00 ," $2,850.00 "," $1,425.00 ",10/14/2018,10/19/2018,Shipped
201583,985245, Quick Bite Convenience Stores, $373.00 ," $1,865.00 ", $932.50 ,10/14/2018,10/18/2018,Shipped
334997,785432, Park & Eat LLC, $541.00 ," $2,705.00 "," $1,352.50 ",10/13/2018,10/18/2018,Shipped
375428,325698, Cascade Grovers, $496.00 ," $2,480.00 "," $1,240.00 ",10/15/2018,10/17/2018,Shipped
711344,325698, Cascade Grovers, $661.00 ," $3,305.00 "," $1,652.50 ",10/15/2018,10/17/2018,Shipped
916814,325698, Cascade Grovers, $992.00 ," $4,960.00 "," $2,480.00 ",10/13/2018,10/16/2018,Shipped
302359,985245, Quick Bite Convenience Stores, $369.00 ," $1,845.00 ", $922.50 ,10/11/2018,10/15/2018,Shipped
676961,785432, Park & Eat LLC, $595.00 ," $2,975.00 "," $1,487.50 ",10/10/2018,10/15/2018,Shipped
930383,325698, Cascade Grovers, $58.00 , $290.00 , $145.00 ,10/11/2018,10/13/2018,Shipped
531597,985245, Quick Bite Convenience Stores, $187.00 , $935.00 , $467.50 ,10/10/2018,10/13/2018,Shipped
133102,152689, YT Restaurants, $330.00 ," $1,650.00 ", $825.00 ,10/8/2018,10/13/2018,Shipped
501124,152689, YT Restaurants, $570.00 ," $2,850.00 "," $1,425.00 ",10/8/2018,10/13/2018,Shipped
494997,325698, Cascade Grovers, $846.00 ," $4,230.00 "," $2,115.00 ",10/10/2018,10/12/2018,Shipped
249397,785432, Park & Eat LLC, $869.00 ," $4,345.00 "," $2,172.50 ",10/7/2018,10/12/2018,Shipped
428938,152689, YT Restaurants, $729.00 ," $3,645.00 "," $1,822.50 ",10/7/2018,10/12/2018,Shipped
514503,325698, Cascade Grovers, $142.00 , $710.00 , $355.00 ,10/9/2018,10/11/2018,Shipped
943837,325698, Cascade Grovers, $604.00 ," $3,020.00 "," $1,510.00 ",10/9/2018,10/11/2018,Shipped
731859,325698, Cascade Grovers, $228.00 ," $1,140.00 ", $570.00 ,10/8/2018,10/10/2018,Shipped
687522,985245, Quick Bite Convenience Stores, $729.00 ," $3,645.00 "," $1,822.50 ",10/7/2018,10/10/2018,Shipped
503373,325698, Cascade Grovers, $284.00 ," $1,420.00 ", $710.00 ,10/6/2018,10/9/2018,Shipped
736420,785432, Park & Eat LLC, $853.00 ," $4,265.00 "," $2,132.50 ",10/4/2018,10/9/2018,Shipped
756462,452584, Acme Grocery Stores, $778.00 ," $3,890.00 "," $1,945.00 ",10/5/2018,10/7/2018,Shipped
426393,452584, Acme Grocery Stores, $966.00 ," $4,830.00 "," $2,415.00 ",10/5/2018,10/7/2018,Shipped
368075,325698, Cascade Grovers, $568.00 ," $2,840.00 "," $1,420.00 ",10/5/2018,10/7/2018,Shipped
928973,152689, YT Restaurants, $53.00 , $265.00 , $132.50 ,10/2/2018,10/7/2018,Shipped
731467,452584, Acme Grocery Stores, $874.00 ," $4,370.00 "," $2,185.00 ",10/4/2018,10/6/2018,Shipped
286892,985245, Quick Bite Convenience Stores, $176.00 , $880.00 , $440.00 ,10/2/2018,10/6/2018,Shipped
975375,785432, Park & Eat LLC, $931.00 ," $4,655.00 "," $2,327.50 ",10/1/2018,10/6/2018,Shipped
511513,152689, YT Restaurants, $651.00 ," $3,255.00 "," $1,627.50 ",10/1/2018,10/6/2018,Shipped
668154,152689, YT Restaurants, $404.00 ," $2,020.00 "," $1,010.00 ",9/30/2018,10/6/2018,Shipped
243275,452584, Acme Grocery Stores, $60.00 , $300.00 , $150.00 ,10/3/2018,10/5/2018,Shipped
715006,452584, Acme Grocery Stores, $335.00 ," $1,675.00 ", $837.50 ,10/3/2018,10/5/2018,Shipped
741932,785432, Park & Eat LLC, $788.00 ," $3,940.00 "," $1,970.00 ",9/30/2018,10/5/2018,Shipped
410119,325698, Cascade Grovers, $159.00 , $795.00 , $397.50 ,10/2/2018,10/4/2018,Shipped
248814,985245, Quick Bite Convenience Stores, $662.00 ," $3,310.00 "," $1,655.00 ",9/30/2018,10/4/2018,Shipped
634324,785432, Park & Eat LLC, $459.00 ," $2,295.00 "," $1,147.50 ",9/28/2018,10/3/2018,Shipped
623258,152689, YT Restaurants, $810.00 ," $4,050.00 "," $2,025.00 ",9/28/2018,10/3/2018,Shipped
462489,985245, Quick Bite Convenience Stores, $969.00 ," $4,845.00 "," $2,422.50 ",9/28/2018,10/2/2018,Shipped
561376,785432, Park & Eat LLC, $184.00 , $920.00 , $460.00 ,9/28/2018,10/2/2018,Shipped
896633,152689, YT Restaurants, $831.00 ," $4,155.00 "," $2,077.50 ",9/27/2018,10/2/2018,Shipped
296702,325698, Cascade Grovers, $939.00 ," $4,695.00 "," $2,347.50 ",9/29/2018,10/1/2018,Shipped
822153,985245, Quick Bite Convenience Stores, $277.00 ," $1,385.00 ", $692.50 ,9/26/2018,9/30/2018,Shipped
519346,785432, Park & Eat LLC, $591.00 ," $2,955.00 "," $1,477.50 ",9/25/2018,9/30/2018,Shipped
118714,785432, Park & Eat LLC, $525.00 ," $2,625.00 "," $1,312.50 ",9/25/2018,9/30/2018,Shipped
117112,152689, YT Restaurants, $662.00 ," $3,310.00 "," $1,655.00 ",9/25/2018,9/30/2018,Shipped
893516,985245, Quick Bite Convenience Stores, $731.00 ," $3,655.00 "," $1,827.50 ",9/25/2018,9/29/2018,Shipped
462729,452584, Acme Grocery Stores, $609.00 ," $3,045.00 "," $1,522.50 ",9/26/2018,9/28/2018,Shipped
961361,325698, Cascade Grovers, $137.00 , $685.00 , $342.50 ,9/26/2018,9/28/2018,Shipped
117021,785432, Park & Eat LLC, $90.00 , $450.00 , $225.00 ,9/22/2018,9/27/2018,Shipped
839405,152689, YT Restaurants, $273.00 ," $1,365.00 ", $682.50 ,9/22/2018,9/27/2018,Shipped
134853,325698, Cascade Grovers, $690.00 ," $3,450.00 "," $1,725.00 ",9/24/2018,9/26/2018,Shipped
