Order ID,Customer ID,Category,Cookies Shipped,Revenue,Cost,Order Date,Ship Date,Order Status
611432,452584, Acme Grocery Stores, $73.00 , $365.00 , $182.50 ,11/13/2020,11/15/2020,Shipped
908572,985245, Quick Bite Convenience Stores, $736.00 ," $3,680.00 "," $1,840.00 ",11/12/2020,11/15/2020,Shipped
484370,985245, Quick Bite Convenience Stores, $260.00 ," $1,300.00 ", $650.00 ,11/11/2020,11/15/2020,Shipped
864076,785432, Park & Eat LLC, $509.00 ," $2,545.00 "," $1,272.50 ",11/10/2020,11/15/2020,Shipped
788950,785432, Park & Eat LLC, $381.00 ," $1,905.00 ", $952.50 ,11/10/2020,11/15/2020,Shipped
687496,152689, YT Restaurants, $962.00 ," $4,810.00 "," $2,405.00 ",11/8/2020,11/13/2020,Shipped
271521,985245, Quick Bite Convenience Stores, $974.00 ," $4,870.00 "," $2,435.00 ",11/8/2020,11/12/2020,Shipped
383740,985245, Quick Bite Convenience Stores, $727.00 ," $3,635.00 "," $1,817.50 ",11/8/2020,11/12/2020,Shipped
637307,985245, Quick Bite Convenience Stores, $162.00 , $810.00 , $405.00 ,11/8/2020,11/12/2020,Shipped
569083,785432, Park & Eat LLC, $572.00 ," $2,860.00 "," $1,430.00 ",11/7/2020,11/12/2020,Shipped
117872,785432, Park & Eat LLC, $373.00 ," $1,865.00 ", $932.50 ,11/7/2020,11/12/2020,Shipped
139544,785432, Park & Eat LLC, $974.00 ," $4,870.00 "," $2,435.00 ",11/7/2020,11/12/2020,Shipped
314894,452584, Acme Grocery Stores, $708.00 ," $3,540.00 "," $1,770.00 ",11/9/2020,11/11/2020,Shipped
150465,785432, Park & Eat LLC, $324.00 ," $1,620.00 ", $810.00 ,11/5/2020,11/10/2020,Shipped
235687,152689, YT Restaurants, $203.00 ," $1,015.00 ", $507.50 ,11/5/2020,11/10/2020,Shipped
181296,152689, YT Restaurants, $313.00 ," $1,565.00 ", $782.50 ,11/5/2020,11/10/2020,Shipped
938123,152689, YT Restaurants, $745.00 ," $3,725.00 "," $1,862.50 ",11/5/2020,11/10/2020,Shipped
775527,452584, Acme Grocery Stores, $819.00 ," $4,095.00 "," $2,047.50 ",11/7/2020,11/9/2020,Shipped
127407,325698, Cascade Grovers, $614.00 ," $3,070.00 "," $1,535.00 ",11/7/2020,11/9/2020,Shipped
357655,325698, Cascade Grovers, $983.00 ," $4,915.00 "," $2,457.50 ",11/6/2020,11/9/2020,Shipped
812625,985245, Quick Bite Convenience Stores, $223.00 ," $1,115.00 ", $557.50 ,11/5/2020,11/9/2020,Shipped
219569,785432, Park & Eat LLC, $189.00 , $945.00 , $472.50 ,11/3/2020,11/8/2020,Shipped
226773,985245, Quick Bite Convenience Stores, $230.00 ," $1,150.00 ", $575.00 ,11/3/2020,11/7/2020,Shipped
307166,325698, Cascade Grovers, $346.00 ," $1,730.00 ", $865.00 ,11/4/2020,11/6/2020,Shipped
930404,985245, Quick Bite Convenience Stores, $781.00 ," $3,905.00 "," $1,952.50 ",11/3/2020,11/6/2020,Shipped
144280,325698, Cascade Grovers, $227.00 ," $1,135.00 ", $567.50 ,11/3/2020,11/5/2020,Shipped
530686,152689, YT Restaurants, $958.00 ," $4,790.00 "," $2,395.00 ",10/31/2020,11/5/2020,Shipped
536529,985245, Quick Bite Convenience Stores, $58.00 , $290.00 , $145.00 ,10/31/2020,11/4/2020,Shipped
306949,152689, YT Restaurants, $500.00 ," $2,500.00 "," $1,250.00 ",10/30/2020,11/4/2020,Shipped
179747,785432, Park & Eat LLC, $344.00 ," $1,720.00 ", $860.00 ,10/29/2020,11/3/2020,Shipped
415297,325698, Cascade Grovers, $541.00 ," $2,705.00 "," $1,352.50 ",10/31/2020,11/2/2020,Shipped
803754,985245, Quick Bite Convenience Stores, $792.00 ," $3,960.00 "," $1,980.00 ",10/30/2020,11/2/2020,Shipped
360010,785432, Park & Eat LLC, $630.00 ," $3,150.00 "," $1,575.00 ",10/28/2020,11/2/2020,Shipped
716943,452584, Acme Grocery Stores, $385.00 ," $1,925.00 ", $962.50 ,10/30/2020,11/1/2020,Shipped
819913,325698, Cascade Grovers, $614.00 ," $3,070.00 "," $1,535.00 ",10/30/2020,11/1/2020,Shipped
235684,785432, Park & Eat LLC, $703.00 ," $3,515.00 "," $1,757.50 ",10/27/2020,11/1/2020,Shipped
532193,152689, YT Restaurants, $799.00 ," $3,995.00 "," $1,997.50 ",10/27/2020,11/1/2020,Shipped
545475,325698, Cascade Grovers, $981.00 ," $4,905.00 "," $2,452.50 ",10/29/2020,10/31/2020,Shipped
959672,985245, Quick Bite Convenience Stores, $916.00 ," $4,580.00 "," $2,290.00 ",10/27/2020,10/30/2020,Shipped
935480,985245, Quick Bite Convenience Stores, $854.00 ," $4,270.00 "," $2,135.00 ",10/26/2020,10/30/2020,Shipped
975878,325698, Cascade Grovers, $929.00 ," $4,645.00 "," $2,322.50 ",10/26/2020,10/29/2020,Shipped
652173,985245, Quick Bite Convenience Stores, $906.00 ," $4,530.00 "," $2,265.00 ",10/25/2020,10/29/2020,Shipped
241313,785432, Park & Eat LLC, $467.00 ," $2,335.00 "," $1,167.50 ",10/24/2020,10/29/2020,Shipped
114216,152689, YT Restaurants, $133.00 , $665.00 , $332.50 ,10/24/2020,10/29/2020,Shipped
842364,325698, Cascade Grovers, $587.00 ," $2,935.00 "," $1,467.50 ",10/25/2020,10/28/2020,Shipped
549371,985245, Quick Bite Convenience Stores, $648.00 ," $3,240.00 "," $1,620.00 ",10/24/2020,10/28/2020,Shipped
968753,785432, Park & Eat LLC, $832.00 ," $4,160.00 "," $2,080.00 ",10/22/2020,10/27/2020,Shipped
876380,325698, Cascade Grovers, $733.00 ," $3,665.00 "," $1,832.50 ",10/24/2020,10/26/2020,Shipped
292936,985245, Quick Bite Convenience Stores, $154.00 , $770.00 , $385.00 ,10/23/2020,10/26/2020,Shipped
845415,985245, Quick Bite Convenience Stores, $77.00 , $385.00 , $192.50 ,10/22/2020,10/26/2020,Shipped
390225,785432, Park & Eat LLC, $784.00 ," $3,920.00 "," $1,960.00 ",10/21/2020,10/26/2020,Shipped
773249,152689, YT Restaurants, $82.00 , $410.00 , $205.00 ,10/21/2020,10/26/2020,Shipped
269054,452584, Acme Grocery Stores, $530.00 ," $2,650.00 "," $1,325.00 ",10/23/2020,10/25/2020,Shipped
540203,325698, Cascade Grovers, $892.00 ," $4,460.00 "," $2,230.00 ",10/23/2020,10/25/2020,Shipped
819814,325698, Cascade Grovers, $625.00 ," $3,125.00 "," $1,562.50 ",10/22/2020,10/24/2020,Shipped
699866,152689, YT Restaurants, $437.00 ," $2,185.00 "," $1,092.50 ",10/18/2020,10/23/2020,Shipped
108356,985245, Quick Bite Convenience Stores, $856.00 ," $4,280.00 "," $2,140.00 ",10/18/2020,10/22/2020,Shipped
376963,152689, YT Restaurants, $888.00 ," $4,440.00 "," $2,220.00 ",10/16/2020,10/21/2020,Shipped
907453,325698, Cascade Grovers, $914.00 ," $4,570.00 "," $2,285.00 ",10/17/2020,10/20/2020,Shipped
542652,985245, Quick Bite Convenience Stores, $275.00 ," $1,375.00 ", $687.50 ,10/16/2020,10/20/2020,Shipped
722994,985245, Quick Bite Convenience Stores, $669.00 ," $3,345.00 "," $1,672.50 ",10/16/2020,10/20/2020,Shipped
421209,985245, Quick Bite Convenience Stores, $344.00 ," $1,720.00 ", $860.00 ,10/16/2020,10/20/2020,Shipped
239072,985245, Quick Bite Convenience Stores, $389.00 ," $1,945.00 ", $972.50 ,10/15/2020,10/19/2020,Shipped
230894,785432, Park & Eat LLC, $630.00 ," $3,150.00 "," $1,575.00 ",10/15/2020,10/19/2020,Shipped
444842,325698, Cascade Grovers, $344.00 ," $1,720.00 ", $860.00 ,10/16/2020,10/18/2020,Shipped
137793,985245, Quick Bite Convenience Stores, $941.00 ," $4,705.00 "," $2,352.50 ",10/14/2020,10/18/2020,Shipped
537482,985245, Quick Bite Convenience Stores, $287.00 ," $1,435.00 ", $717.50 ,10/14/2020,10/18/2020,Shipped
817213,452584, Acme Grocery Stores, $994.00 ," $4,970.00 "," $2,485.00 ",10/15/2020,10/17/2020,Shipped
679459,325698, Cascade Grovers, $598.00 ," $2,990.00 "," $1,495.00 ",10/15/2020,10/17/2020,Shipped
205399,985245, Quick Bite Convenience Stores, $513.00 ," $2,565.00 "," $1,282.50 ",10/12/2020,10/16/2020,Shipped
824586,152689, YT Restaurants, $537.00 ," $2,685.00 "," $1,342.50 ",10/11/2020,10/16/2020,Shipped
862433,985245, Quick Bite Convenience Stores, $194.00 , $970.00 , $485.00 ,10/11/2020,10/15/2020,Shipped
814288,452584, Acme Grocery Stores, $338.00 ," $1,690.00 ", $845.00 ,10/12/2020,10/14/2020,Shipped
288993,325698, Cascade Grovers, $594.00 ," $2,970.00 "," $1,485.00 ",10/11/2020,10/13/2020,Shipped
855210,325698, Cascade Grovers, $998.00 ," $4,990.00 "," $2,495.00 ",10/11/2020,10/13/2020,Shipped
842733,325698, Cascade Grovers, $145.00 , $725.00 , $362.50 ,10/10/2020,10/12/2020,Shipped
447940,325698, Cascade Grovers, $402.00 ," $2,010.00 "," $1,005.00 ",10/8/2020,10/11/2020,Shipped
256598,152689, YT Restaurants, $240.00 ," $1,200.00 ", $600.00 ,10/6/2020,10/11/2020,Shipped
349180,785432, Park & Eat LLC, $278.00 ," $1,390.00 ", $695.00 ,10/6/2020,10/10/2020,Shipped
357032,325698, Cascade Grovers, $226.00 ," $1,130.00 ", $565.00 ,10/6/2020,10/8/2020,Shipped
473006,785432, Park & Eat LLC, $494.00 ," $2,470.00 "," $1,235.00 ",10/3/2020,10/8/2020,Shipped
772310,785432, Park & Eat LLC, $547.00 ," $2,735.00 "," $1,367.50 ",10/2/2020,10/7/2020,Shipped
247536,152689, YT Restaurants, $325.00 ," $1,625.00 ", $812.50 ,10/1/2020,10/6/2020,Shipped
813315,325698, Cascade Grovers, $358.00 ," $1,790.00 ", $895.00 ,10/3/2020,10/5/2020,Shipped
325227,985245, Quick Bite Convenience Stores, $923.00 ," $4,615.00 "," $2,307.50 ",10/2/2020,10/5/2020,Shipped
272980,985245, Quick Bite Convenience Stores, $304.00 ," $1,520.00 ", $760.00 ,9/30/2020,10/4/2020,Shipped
397421,785432, Park & Eat LLC, $914.00 ," $4,570.00 "," $2,285.00 ",9/28/2020,10/3/2020,Shipped
646896,325698, Cascade Grovers, $870.00 ," $4,350.00 "," $2,175.00 ",9/28/2020,9/30/2020,Shipped
522003,985245, Quick Bite Convenience Stores, $994.00 ," $4,970.00 "," $2,485.00 ",9/26/2020,9/30/2020,Shipped
229340,785432, Park & Eat LLC, $221.00 ," $1,105.00 ", $552.50 ,9/26/2020,9/30/2020,Shipped
790995,152689, YT Restaurants, $223.00 ," $1,115.00 ", $557.50 ,9/25/2020,9/30/2020,Shipped
802156,985245, Quick Bite Convenience Stores, $807.00 ," $4,035.00 "," $2,017.50 ",9/25/2020,9/28/2020,Shipped
330850,785432, Park & Eat LLC, $710.00 ," $3,550.00 "," $1,775.00 ",9/23/2020,9/28/2020,Shipped
891463,785432, Park & Eat LLC, $696.00 ," $3,480.00 "," $1,740.00 ",9/22/2020,9/27/2020,Shipped
413110,152689, YT Restaurants, $505.00 ," $2,525.00 "," $1,262.50 ",9/22/2020,9/27/2020,Shipped
786776,985245, Quick Bite Convenience Stores, $924.00 ," $4,620.00 "," $2,310.00 ",9/22/2020,9/26/2020,Shipped
385190,152689, YT Restaurants, $578.00 ," $2,890.00 "," $1,445.00 ",9/21/2020,9/26/2020,Shipped
823232,325698, Cascade Grovers, $336.00 ," $1,680.00 ", $840.00 ,9/23/2020,9/25/2020,Shipped
801479,325698, Cascade Grovers, $798.00 ," $3,990.00 "," $1,995.00 ",9/23/2020,9/25/2020,Shipped
112557,785432, Park & Eat LLC, $914.00 ," $4,570.00 "," $2,285.00 ",9/21/2020,9/25/2020,Shipped
285527,152689, YT Restaurants, $158.00 , $790.00 , $395.00 ,9/20/2020,9/25/2020,Shipped
648206,985245, Quick Bite Convenience Stores, $326.00 ," $1,630.00 ", $815.00 ,9/20/2020,9/24/2020,Shipped
828741,985245, Quick Bite Convenience Stores, $929.00 ," $4,645.00 "," $2,322.50 ",9/20/2020,9/23/2020,Shipped
698606,985245, Quick Bite Convenience Stores, $351.00 ," $1,755.00 ", $877.50 ,9/19/2020,9/23/2020,Shipped
875333,325698, Cascade Grovers, $645.00 ," $3,225.00 "," $1,612.50 ",9/19/2020,9/22/2020,Shipped
213622,325698, Cascade Grovers, $719.00 ," $3,595.00 "," $1,797.50 ",9/19/2020,9/22/2020,Shipped
529538,152689, YT Restaurants, $362.00 ," $1,810.00 ", $905.00 ,9/17/2020,9/22/2020,Shipped
424877,785432, Park & Eat LLC, $569.00 ," $2,845.00 "," $1,422.50 ",9/17/2020,9/21/2020,Shipped
226348,152689, YT Restaurants, $132.00 , $660.00 , $330.00 ,9/16/2020,9/21/2020,Shipped
912523,325698, Cascade Grovers, $338.00 ," $1,690.00 ", $845.00 ,9/18/2020,9/20/2020,Shipped
903906,785432, Park & Eat LLC, $181.00 , $905.00 , $452.50 ,9/15/2020,9/20/2020,Shipped
420070,452584, Acme Grocery Stores, $624.00 ," $3,120.00 "," $1,560.00 ",9/17/2020,9/19/2020,Shipped
891014,985245, Quick Bite Convenience Stores, $817.00 ," $4,085.00 "," $2,042.50 ",9/14/2020,9/18/2020,Shipped
434559,325698, Cascade Grovers, $951.00 ," $4,755.00 "," $2,377.50 ",9/15/2020,9/17/2020,Shipped
883904,325698, Cascade Grovers, $290.00 ," $1,450.00 ", $725.00 ,9/15/2020,9/17/2020,Shipped
472936,785432, Park & Eat LLC, $266.00 ," $1,330.00 ", $665.00 ,9/12/2020,9/17/2020,Shipped
774368,452584, Acme Grocery Stores, $595.00 ," $2,975.00 "," $1,487.50 ",9/14/2020,9/16/2020,Shipped
675332,985245, Quick Bite Convenience Stores, $174.00 , $870.00 , $435.00 ,9/12/2020,9/16/2020,Shipped
484163,325698, Cascade Grovers, $305.00 ," $1,525.00 ", $762.50 ,9/13/2020,9/15/2020,Shipped
392094,985245, Quick Bite Convenience Stores, $116.00 , $580.00 , $290.00 ,9/11/2020,9/15/2020,Shipped
556763,325698, Cascade Grovers, $959.00 ," $4,795.00 "," $2,397.50 ",9/12/2020,9/14/2020,Shipped
440095,325698, Cascade Grovers, $724.00 ," $3,620.00 "," $1,810.00 ",9/12/2020,9/14/2020,Shipped
458923,325698, Cascade Grovers, $991.00 ," $4,955.00 "," $2,477.50 ",9/12/2020,9/14/2020,Shipped
443908,785432, Park & Eat LLC, $814.00 ," $4,070.00 "," $2,035.00 ",9/10/2020,9/14/2020,Shipped
399261,152689, YT Restaurants, $76.00 , $380.00 , $190.00 ,9/8/2020,9/13/2020,Shipped
553123,325698, Cascade Grovers, $583.00 ," $2,915.00 "," $1,457.50 ",9/10/2020,9/12/2020,Shipped
986380,985245, Quick Bite Convenience Stores, $296.00 ," $1,480.00 ", $740.00 ,9/8/2020,9/12/2020,Shipped
240134,985245, Quick Bite Convenience Stores, $59.00 , $295.00 , $147.50 ,9/8/2020,9/11/2020,Shipped
237292,985245, Quick Bite Convenience Stores, $485.00 ," $2,425.00 "," $1,212.50 ",9/7/2020,9/10/2020,Shipped
575740,985245, Quick Bite Convenience Stores, $864.00 ," $4,320.00 "," $2,160.00 ",9/6/2020,9/10/2020,Shipped
146974,985245, Quick Bite Convenience Stores, $280.00 ," $1,400.00 ", $700.00 ,9/6/2020,9/10/2020,Shipped
620966,785432, Park & Eat LLC, $856.00 ," $4,280.00 "," $2,140.00 ",9/5/2020,9/9/2020,Shipped
935645,152689, YT Restaurants, $924.00 ," $4,620.00 "," $2,310.00 ",9/4/2020,9/9/2020,Shipped
928371,325698, Cascade Grovers, $767.00 ," $3,835.00 "," $1,917.50 ",9/6/2020,9/8/2020,Shipped
361767,985245, Quick Bite Convenience Stores, $865.00 ," $4,325.00 "," $2,162.50 ",9/4/2020,9/8/2020,Shipped
288307,325698, Cascade Grovers, $870.00 ," $4,350.00 "," $2,175.00 ",9/4/2020,9/7/2020,Shipped
812474,785432, Park & Eat LLC, $812.00 ," $4,060.00 "," $2,030.00 ",9/3/2020,9/7/2020,Shipped
107296,325698, Cascade Grovers, $344.00 ," $1,720.00 ", $860.00 ,9/4/2020,9/6/2020,Shipped
481646,785432, Park & Eat LLC, $999.00 ," $4,995.00 "," $2,497.50 ",9/2/2020,9/6/2020,Shipped
457359,152689, YT Restaurants, $243.00 ," $1,215.00 ", $607.50 ,9/1/2020,9/6/2020,Shipped
151502,325698, Cascade Grovers, $631.00 ," $3,155.00 "," $1,577.50 ",9/3/2020,9/5/2020,Shipped
628174,785432, Park & Eat LLC, $356.00 ," $1,780.00 ", $890.00 ,8/31/2020,9/5/2020,Shipped
508231,785432, Park & Eat LLC, $841.00 ," $4,205.00 "," $2,102.50 ",8/30/2020,9/4/2020,Shipped
666065,152689, YT Restaurants, $643.00 ," $3,215.00 "," $1,607.50 ",8/30/2020,9/4/2020,Shipped
657662,325698, Cascade Grovers, $673.00 ," $3,365.00 "," $1,682.50 ",9/1/2020,9/3/2020,Shipped
590302,985245, Quick Bite Convenience Stores, $685.00 ," $3,425.00 "," $1,712.50 ",8/30/2020,9/3/2020,Shipped
330456,985245, Quick Bite Convenience Stores, $929.00 ," $4,645.00 "," $2,322.50 ",8/30/2020,9/2/2020,Shipped
266567,985245, Quick Bite Convenience Stores, $322.00 ," $1,610.00 ", $805.00 ,8/27/2020,8/30/2020,Shipped
587650,985245, Quick Bite Convenience Stores, $725.00 ," $3,625.00 "," $1,812.50 ",8/26/2020,8/30/2020,Shipped
537636,325698, Cascade Grovers, $72.00 , $360.00 , $180.00 ,8/26/2020,8/29/2020,Shipped
276551,152689, YT Restaurants, $952.00 ," $4,760.00 "," $2,380.00 ",8/24/2020,8/29/2020,Shipped
306161,985245, Quick Bite Convenience Stores, $137.00 , $685.00 , $342.50 ,8/25/2020,8/28/2020,Shipped
635739,985245, Quick Bite Convenience Stores, $300.00 ," $1,500.00 ", $750.00 ,8/24/2020,8/28/2020,Shipped
832942,325698, Cascade Grovers, $203.00 ," $1,015.00 ", $507.50 ,8/24/2020,8/27/2020,Shipped
935387,325698, Cascade Grovers, $204.00 ," $1,020.00 ", $510.00 ,8/24/2020,8/27/2020,Shipped
496449,152689, YT Restaurants, $581.00 ," $2,905.00 "," $1,452.50 ",8/22/2020,8/27/2020,Shipped
823818,452584, Acme Grocery Stores, $796.00 ," $3,980.00 "," $1,990.00 ",8/24/2020,8/26/2020,Shipped
227560,985245, Quick Bite Convenience Stores, $98.00 , $490.00 , $245.00 ,8/23/2020,8/26/2020,Shipped
265323,985245, Quick Bite Convenience Stores, $238.00 ," $1,190.00 ", $595.00 ,8/22/2020,8/26/2020,Shipped
167444,325698, Cascade Grovers, $456.00 ," $2,280.00 "," $1,140.00 ",8/23/2020,8/25/2020,Shipped
693647,985245, Quick Bite Convenience Stores, $373.00 ," $1,865.00 ", $932.50 ,8/21/2020,8/25/2020,Shipped
521134,785432, Park & Eat LLC, $630.00 ," $3,150.00 "," $1,575.00 ",8/20/2020,8/25/2020,Shipped
949215,325698, Cascade Grovers, $653.00 ," $3,265.00 "," $1,632.50 ",8/22/2020,8/24/2020,Shipped
962892,985245, Quick Bite Convenience Stores, $244.00 ," $1,220.00 ", $610.00 ,8/20/2020,8/24/2020,Shipped
242192,152689, YT Restaurants, $335.00 ," $1,675.00 ", $837.50 ,8/19/2020,8/24/2020,Shipped
358231,152689, YT Restaurants, $994.00 ," $4,970.00 "," $2,485.00 ",8/19/2020,8/24/2020,Shipped
766149,325698, Cascade Grovers, $327.00 ," $1,635.00 ", $817.50 ,8/21/2020,8/23/2020,Shipped
848102,325698, Cascade Grovers, $884.00 ," $4,420.00 "," $2,210.00 ",8/20/2020,8/23/2020,Shipped
974299,785432, Park & Eat LLC, $351.00 ," $1,755.00 ", $877.50 ,8/16/2020,8/21/2020,Shipped
758382,152689, YT Restaurants, $704.00 ," $3,520.00 "," $1,760.00 ",8/16/2020,8/21/2020,Shipped
594827,152689, YT Restaurants, $451.00 ," $2,255.00 "," $1,127.50 ",8/16/2020,8/21/2020,Shipped
608406,152689, YT Restaurants, $101.00 , $505.00 , $252.50 ,8/15/2020,8/20/2020,Shipped
381671,785432, Park & Eat LLC, $783.00 ," $3,915.00 "," $1,957.50 ",8/15/2020,8/19/2020,Shipped
371715,452584, Acme Grocery Stores, $196.00 , $980.00 , $490.00 ,8/16/2020,8/18/2020,Shipped
862369,325698, Cascade Grovers, $227.00 ," $1,135.00 ", $567.50 ,8/15/2020,8/18/2020,Shipped
712438,985245, Quick Bite Convenience Stores, $120.00 , $600.00 , $300.00 ,8/14/2020,8/18/2020,Shipped
534207,985245, Quick Bite Convenience Stores, $129.00 , $645.00 , $322.50 ,8/14/2020,8/18/2020,Shipped
960683,985245, Quick Bite Convenience Stores, $306.00 ," $1,530.00 ", $765.00 ,8/14/2020,8/18/2020,Shipped
247821,152689, YT Restaurants, $551.00 ," $2,755.00 "," $1,377.50 ",8/12/2020,8/17/2020,Shipped
964607,325698, Cascade Grovers, $282.00 ," $1,410.00 ", $705.00 ,8/14/2020,8/16/2020,Shipped
302687,325698, Cascade Grovers, $806.00 ," $4,030.00 "," $2,015.00 ",8/14/2020,8/16/2020,Shipped
873443,985245, Quick Bite Convenience Stores, $750.00 ," $3,750.00 "," $1,875.00 ",8/12/2020,8/16/2020,Shipped
395408,152689, YT Restaurants, $882.00 ," $4,410.00 "," $2,205.00 ",8/10/2020,8/15/2020,Shipped
859967,152689, YT Restaurants, $835.00 ," $4,175.00 "," $2,087.50 ",8/9/2020,8/14/2020,Shipped
519113,325698, Cascade Grovers, $750.00 ," $3,750.00 "," $1,875.00 ",8/11/2020,8/13/2020,Shipped
264072,325698, Cascade Grovers, $421.00 ," $2,105.00 "," $1,052.50 ",8/11/2020,8/13/2020,Shipped
886394,985245, Quick Bite Convenience Stores, $801.00 ," $4,005.00 "," $2,002.50 ",8/9/2020,8/13/2020,Shipped
139007,785432, Park & Eat LLC, $136.00 , $680.00 , $340.00 ,8/9/2020,8/13/2020,Shipped
123764,152689, YT Restaurants, $790.00 ," $3,950.00 "," $1,975.00 ",8/8/2020,8/13/2020,Shipped
791151,152689, YT Restaurants, $788.00 ," $3,940.00 "," $1,970.00 ",8/8/2020,8/13/2020,Shipped
262143,152689, YT Restaurants, $260.00 ," $1,300.00 ", $650.00 ,8/8/2020,8/13/2020,Shipped
471910,325698, Cascade Grovers, $937.00 ," $4,685.00 "," $2,342.50 ",8/10/2020,8/12/2020,Shipped
266332,785432, Park & Eat LLC, $964.00 ," $4,820.00 "," $2,410.00 ",8/7/2020,8/12/2020,Shipped
498490,785432, Park & Eat LLC, $953.00 ," $4,765.00 "," $2,382.50 ",8/7/2020,8/12/2020,Shipped
452305,325698, Cascade Grovers, $489.00 ," $2,445.00 "," $1,222.50 ",8/9/2020,8/11/2020,Shipped
903389,985245, Quick Bite Convenience Stores, $968.00 ," $4,840.00 "," $2,420.00 ",8/8/2020,8/11/2020,Shipped
258586,985245, Quick Bite Convenience Stores, $279.00 ," $1,395.00 ", $697.50 ,8/7/2020,8/11/2020,Shipped
659259,985245, Quick Bite Convenience Stores, $922.00 ," $4,610.00 "," $2,305.00 ",8/7/2020,8/11/2020,Shipped
395499,985245, Quick Bite Convenience Stores, $530.00 ," $2,650.00 "," $1,325.00 ",8/7/2020,8/11/2020,Shipped
116171,785432, Park & Eat LLC, $211.00 ," $1,055.00 ", $527.50 ,8/6/2020,8/11/2020,Shipped
703705,785432, Park & Eat LLC, $278.00 ," $1,390.00 ", $695.00 ,8/2/2020,8/7/2020,Shipped
611832,785432, Park & Eat LLC, $294.00 ," $1,470.00 ", $735.00 ,8/2/2020,8/7/2020,Shipped
794596,152689, YT Restaurants, $861.00 ," $4,305.00 "," $2,152.50 ",8/1/2020,8/6/2020,Shipped
742400,152689, YT Restaurants, $430.00 ," $2,150.00 "," $1,075.00 ",8/1/2020,8/6/2020,Shipped
860337,325698, Cascade Grovers, $762.00 ," $3,810.00 "," $1,905.00 ",8/2/2020,8/5/2020,Shipped
267734,785432, Park & Eat LLC, $350.00 ," $1,750.00 ", $875.00 ,8/1/2020,8/5/2020,Shipped
188185,152689, YT Restaurants, $984.00 ," $4,920.00 "," $2,460.00 ",7/30/2020,8/5/2020,Shipped
842917,785432, Park & Eat LLC, $879.00 ," $4,395.00 "," $2,197.50 ",7/31/2020,8/4/2020,Shipped
377090,785432, Park & Eat LLC, $205.00 ," $1,025.00 ", $512.50 ,7/30/2020,8/4/2020,Shipped
795903,785432, Park & Eat LLC, $203.00 ," $1,015.00 ", $507.50 ,7/29/2020,8/3/2020,Shipped
617130,152689, YT Restaurants, $413.00 ," $2,065.00 "," $1,032.50 ",7/29/2020,8/3/2020,Shipped
213667,785432, Park & Eat LLC, $959.00 ," $4,795.00 "," $2,397.50 ",7/27/2020,8/1/2020,Shipped
796392,152689, YT Restaurants, $554.00 ," $2,770.00 "," $1,385.00 ",7/27/2020,8/1/2020,Shipped
523951,985245, Quick Bite Convenience Stores, $753.00 ," $3,765.00 "," $1,882.50 ",7/28/2020,7/31/2020,Shipped
713036,785432, Park & Eat LLC, $120.00 , $600.00 , $300.00 ,7/26/2020,7/30/2020,Shipped
700836,152689, YT Restaurants, $638.00 ," $3,190.00 "," $1,595.00 ",7/25/2020,7/30/2020,Shipped
