Order ID,Customer ID,Category, Cookies Shipped   , Revenue , Cost ,Order Date,Ship  Date,Order Status  
558199,985245, Quick Bite Convenience Stores, $381.00 ," $1,905.00 ", $952.50 ,11/27/2017,11/30/2017,Shipped
681993,152689, YT Restaurants, $589.00 ," $2,945.00 "," $1,472.50 ",11/25/2017,11/30/2017,Shipped
214016,785432, Park & Eat LLC, $679.00 ," $3,395.00 "," $1,697.50 ",11/25/2017,11/29/2017,Shipped
773259,785432, Park & Eat LLC, $396.00 ," $1,980.00 ", $990.00 ,11/24/2017,11/29/2017,Shipped
994115,152689, YT Restaurants, $370.00 ," $1,850.00 ", $925.00 ,11/24/2017,11/29/2017,Shipped
629859,325698, Cascade Grovers, $411.00 ," $2,055.00 "," $1,027.50 ",11/26/2017,11/28/2017,Shipped
558505,785432, Park & Eat LLC, $554.00 ," $2,770.00 "," $1,385.00 ",11/23/2017,11/28/2017,Shipped
978944,785432, Park & Eat LLC, $854.00 ," $4,270.00 "," $2,135.00 ",11/23/2017,11/28/2017,Shipped
782368,985245, Quick Bite Convenience Stores, $507.00 ," $2,535.00 "," $1,267.50 ",11/23/2017,11/27/2017,Shipped
778964,785432, Park & Eat LLC, $189.00 , $945.00 , $472.50 ,11/22/2017,11/27/2017,Shipped
859406,785432, Park & Eat LLC, $279.00 ," $1,395.00 ", $697.50 ,11/22/2017,11/26/2017,Shipped
135342,785432, Park & Eat LLC, $865.00 ," $4,325.00 "," $2,162.50 ",11/21/2017,11/26/2017,Shipped
300256,452584, Acme Grocery Stores, $663.00 ," $3,315.00 "," $1,657.50 ",11/23/2017,11/25/2017,Shipped
704335,325698, Cascade Grovers, $832.00 ," $4,160.00 "," $2,080.00 ",11/22/2017,11/25/2017,Shipped
750597,985245, Quick Bite Convenience Stores, $142.00 , $710.00 , $355.00 ,11/21/2017,11/25/2017,Shipped
673063,785432, Park & Eat LLC, $183.00 , $915.00 , $457.50 ,11/20/2017,11/25/2017,Shipped
168472,325698, Cascade Grovers, $890.00 ," $4,450.00 "," $2,225.00 ",11/22/2017,11/24/2017,Shipped
534373,325698, Cascade Grovers, $434.00 ," $2,170.00 "," $1,085.00 ",11/22/2017,11/24/2017,Shipped
396324,785432, Park & Eat LLC, $774.00 ," $3,870.00 "," $1,935.00 ",11/19/2017,11/24/2017,Shipped
567878,452584, Acme Grocery Stores, $748.00 ," $3,740.00 "," $1,870.00 ",11/21/2017,11/23/2017,Shipped
638692,452584, Acme Grocery Stores, $447.00 ," $2,235.00 "," $1,117.50 ",11/21/2017,11/23/2017,Shipped
376991,985245, Quick Bite Convenience Stores, $784.00 ," $3,920.00 "," $1,960.00 ",11/19/2017,11/23/2017,Shipped
662094,785432, Park & Eat LLC, $69.00 , $345.00 , $172.50 ,11/19/2017,11/23/2017,Shipped
848797,152689, YT Restaurants, $569.00 ," $2,845.00 "," $1,422.50 ",11/18/2017,11/23/2017,Shipped
325722,325698, Cascade Grovers, $401.00 ," $2,005.00 "," $1,002.50 ",11/20/2017,11/22/2017,Shipped
731926,985245, Quick Bite Convenience Stores, $522.00 ," $2,610.00 "," $1,305.00 ",11/18/2017,11/22/2017,Shipped
512156,985245, Quick Bite Convenience Stores, $430.00 ," $2,150.00 "," $1,075.00 ",11/18/2017,11/21/2017,Shipped
122674,985245, Quick Bite Convenience Stores, $900.00 ," $4,500.00 "," $2,250.00 ",11/17/2017,11/21/2017,Shipped
529258,152689, YT Restaurants, $134.00 , $670.00 , $335.00 ,11/16/2017,11/21/2017,Shipped
182760,152689, YT Restaurants, $614.00 ," $3,070.00 "," $1,535.00 ",11/16/2017,11/21/2017,Shipped
788942,325698, Cascade Grovers, $998.00 ," $4,990.00 "," $2,495.00 ",11/18/2017,11/20/2017,Shipped
637784,785432, Park & Eat LLC, $604.00 ," $3,020.00 "," $1,510.00 ",11/15/2017,11/20/2017,Shipped
276390,325698, Cascade Grovers, $469.00 ," $2,345.00 "," $1,172.50 ",11/17/2017,11/19/2017,Shipped
976271,325698, Cascade Grovers, $422.00 ," $2,110.00 "," $1,055.00 ",11/17/2017,11/19/2017,Shipped
213148,985245, Quick Bite Convenience Stores, $988.00 ," $4,940.00 "," $2,470.00 ",11/15/2017,11/18/2017,Shipped
304591,985245, Quick Bite Convenience Stores, $583.00 ," $2,915.00 "," $1,457.50 ",11/13/2017,11/17/2017,Shipped
451144,785432, Park & Eat LLC, $816.00 ," $4,080.00 "," $2,040.00 ",11/12/2017,11/17/2017,Shipped
289011,785432, Park & Eat LLC, $491.00 ," $2,455.00 "," $1,227.50 ",11/12/2017,11/17/2017,Shipped
150718,325698, Cascade Grovers, $929.00 ," $4,645.00 "," $2,322.50 ",11/14/2017,11/16/2017,Shipped
824241,985245, Quick Bite Convenience Stores, $794.00 ," $3,970.00 "," $1,985.00 ",11/13/2017,11/16/2017,Shipped
800224,152689, YT Restaurants, $306.00 ," $1,530.00 ", $765.00 ,11/11/2017,11/16/2017,Shipped
418154,985245, Quick Bite Convenience Stores, $71.00 , $355.00 , $177.50 ,11/11/2017,11/15/2017,Shipped
921011,785432, Park & Eat LLC, $57.00 , $285.00 , $142.50 ,11/11/2017,11/15/2017,Shipped
426239,152689, YT Restaurants, $76.00 , $380.00 , $190.00 ,11/10/2017,11/15/2017,Shipped
916225,152689, YT Restaurants, $933.00 ," $4,665.00 "," $2,332.50 ",11/9/2017,11/14/2017,Shipped
572103,452584, Acme Grocery Stores, $785.00 ," $3,925.00 "," $1,962.50 ",11/11/2017,11/13/2017,Shipped
717200,325698, Cascade Grovers, $199.00 , $995.00 , $497.50 ,11/11/2017,11/13/2017,Shipped
613916,325698, Cascade Grovers, $788.00 ," $3,940.00 "," $1,970.00 ",11/8/2017,11/10/2017,Shipped
660260,325698, Cascade Grovers, $840.00 ," $4,200.00 "," $2,100.00 ",11/8/2017,11/10/2017,Shipped
231823,152689, YT Restaurants, $617.00 ," $3,085.00 "," $1,542.50 ",11/5/2017,11/10/2017,Shipped
747451,325698, Cascade Grovers, $313.00 ," $1,565.00 ", $782.50 ,11/7/2017,11/9/2017,Shipped
559170,325698, Cascade Grovers, $833.00 ," $4,165.00 "," $2,082.50 ",11/5/2017,11/7/2017,Shipped
894307,325698, Cascade Grovers, $262.00 ," $1,310.00 ", $655.00 ,11/5/2017,11/7/2017,Shipped
266303,985245, Quick Bite Convenience Stores, $956.00 ," $4,780.00 "," $2,390.00 ",11/4/2017,11/7/2017,Shipped
325582,152689, YT Restaurants, $299.00 ," $1,495.00 ", $747.50 ,11/2/2017,11/7/2017,Shipped
444853,985245, Quick Bite Convenience Stores, $726.00 ," $3,630.00 "," $1,815.00 ",11/2/2017,11/6/2017,Shipped
681143,785432, Park & Eat LLC, $86.00 , $430.00 , $215.00 ,11/2/2017,11/6/2017,Shipped
993432,325698, Cascade Grovers, $785.00 ," $3,925.00 "," $1,962.50 ",11/2/2017,11/5/2017,Shipped
789672,985245, Quick Bite Convenience Stores, $126.00 , $630.00 , $315.00 ,11/2/2017,11/5/2017,Shipped
931362,985245, Quick Bite Convenience Stores, $138.00 , $690.00 , $345.00 ,11/1/2017,11/5/2017,Shipped
117646,152689, YT Restaurants, $116.00 , $580.00 , $290.00 ,10/31/2017,11/5/2017,Shipped
469775,985245, Quick Bite Convenience Stores, $844.00 ," $4,220.00 "," $2,110.00 ",11/1/2017,11/4/2017,Shipped
303439,325698, Cascade Grovers, $544.00 ," $2,720.00 "," $1,360.00 ",11/1/2017,11/3/2017,Shipped
221721,325698, Cascade Grovers, $513.00 ," $2,565.00 "," $1,282.50 ",11/1/2017,11/3/2017,Shipped
777018,325698, Cascade Grovers, $573.00 ," $2,865.00 "," $1,432.50 ",10/31/2017,11/3/2017,Shipped
525823,985245, Quick Bite Convenience Stores, $716.00 ," $3,580.00 "," $1,790.00 ",10/30/2017,11/3/2017,Shipped
957273,452584, Acme Grocery Stores, $51.00 , $255.00 , $127.50 ,10/31/2017,11/2/2017,Shipped
586527,152689, YT Restaurants, $232.00 ," $1,160.00 ", $580.00 ,10/28/2017,11/2/2017,Shipped
434380,325698, Cascade Grovers, $288.00 ," $1,440.00 ", $720.00 ,10/28/2017,10/31/2017,Shipped
846605,985245, Quick Bite Convenience Stores, $700.00 ," $3,500.00 "," $1,750.00 ",10/28/2017,10/31/2017,Shipped
827225,985245, Quick Bite Convenience Stores, $254.00 ," $1,270.00 ", $635.00 ,10/27/2017,10/31/2017,Shipped
464618,452584, Acme Grocery Stores, $516.00 ," $2,580.00 "," $1,290.00 ",10/26/2017,10/28/2017,Shipped
603607,325698, Cascade Grovers, $861.00 ," $4,305.00 "," $2,152.50 ",10/26/2017,10/28/2017,Shipped
292683,152689, YT Restaurants, $608.00 ," $3,040.00 "," $1,520.00 ",10/23/2017,10/28/2017,Shipped
430954,325698, Cascade Grovers, $125.00 , $625.00 , $312.50 ,10/25/2017,10/27/2017,Shipped
693438,325698, Cascade Grovers, $551.00 ," $2,755.00 "," $1,377.50 ",10/24/2017,10/27/2017,Shipped
783252,152689, YT Restaurants, $578.00 ," $2,890.00 "," $1,445.00 ",10/22/2017,10/27/2017,Shipped
187764,325698, Cascade Grovers, $962.00 ," $4,810.00 "," $2,405.00 ",10/24/2017,10/26/2017,Shipped
378251,785432, Park & Eat LLC, $812.00 ," $4,060.00 "," $2,030.00 ",10/21/2017,10/26/2017,Shipped
710626,152689, YT Restaurants, $326.00 ," $1,630.00 ", $815.00 ,10/21/2017,10/26/2017,Shipped
377129,325698, Cascade Grovers, $659.00 ," $3,295.00 "," $1,647.50 ",10/23/2017,10/25/2017,Shipped
257728,325698, Cascade Grovers, $224.00 ," $1,120.00 ", $560.00 ,10/22/2017,10/25/2017,Shipped
570947,152689, YT Restaurants, $865.00 ," $4,325.00 "," $2,162.50 ",10/20/2017,10/25/2017,Shipped
138168,325698, Cascade Grovers, $470.00 ," $2,350.00 "," $1,175.00 ",10/22/2017,10/24/2017,Shipped
138939,152689, YT Restaurants, $640.00 ," $3,200.00 "," $1,600.00 ",10/19/2017,10/24/2017,Shipped
878328,785432, Park & Eat LLC, $978.00 ," $4,890.00 "," $2,445.00 ",10/18/2017,10/23/2017,Shipped
708058,325698, Cascade Grovers, $224.00 ," $1,120.00 ", $560.00 ,10/20/2017,10/22/2017,Shipped
268296,325698, Cascade Grovers, $759.00 ," $3,795.00 "," $1,897.50 ",10/19/2017,10/22/2017,Shipped
830105,785432, Park & Eat LLC, $714.00 ," $3,570.00 "," $1,785.00 ",10/17/2017,10/22/2017,Shipped
399353,325698, Cascade Grovers, $702.00 ," $3,510.00 "," $1,755.00 ",10/19/2017,10/21/2017,Shipped
385489,325698, Cascade Grovers, $298.00 ," $1,490.00 ", $745.00 ,10/19/2017,10/21/2017,Shipped
636900,785432, Park & Eat LLC, $837.00 ," $4,185.00 "," $2,092.50 ",10/16/2017,10/21/2017,Shipped
473127,152689, YT Restaurants, $649.00 ," $3,245.00 "," $1,622.50 ",10/14/2017,10/19/2017,Shipped
551726,985245, Quick Bite Convenience Stores, $192.00 , $960.00 , $480.00 ,10/15/2017,10/18/2017,Shipped
719068,785432, Park & Eat LLC, $717.00 ," $3,585.00 "," $1,792.50 ",10/13/2017,10/18/2017,Shipped
441614,785432, Park & Eat LLC, $540.00 ," $2,700.00 "," $1,350.00 ",10/12/2017,10/17/2017,Shipped
548124,325698, Cascade Grovers, $972.00 ," $4,860.00 "," $2,430.00 ",10/14/2017,10/16/2017,Shipped
877715,325698, Cascade Grovers, $634.00 ," $3,170.00 "," $1,585.00 ",10/13/2017,10/16/2017,Shipped
956095,985245, Quick Bite Convenience Stores, $519.00 ," $2,595.00 "," $1,297.50 ",10/13/2017,10/16/2017,Shipped
144597,985245, Quick Bite Convenience Stores, $282.00 ," $1,410.00 ", $705.00 ,10/12/2017,10/16/2017,Shipped
105886,985245, Quick Bite Convenience Stores, $489.00 ," $2,445.00 "," $1,222.50 ",10/12/2017,10/16/2017,Shipped
128051,152689, YT Restaurants, $860.00 ," $4,300.00 "," $2,150.00 ",10/11/2017,10/16/2017,Shipped
546717,152689, YT Restaurants, $965.00 ," $4,825.00 "," $2,412.50 ",10/11/2017,10/16/2017,Shipped
951311,152689, YT Restaurants, $175.00 , $875.00 , $437.50 ,10/11/2017,10/16/2017,Shipped
630749,452584, Acme Grocery Stores, $767.00 ," $3,835.00 "," $1,917.50 ",10/13/2017,10/15/2017,Shipped
673425,985245, Quick Bite Convenience Stores, $568.00 ," $2,840.00 "," $1,420.00 ",10/11/2017,10/15/2017,Shipped
477121,785432, Park & Eat LLC, $811.00 ," $4,055.00 "," $2,027.50 ",10/10/2017,10/15/2017,Shipped
860562,152689, YT Restaurants, $537.00 ," $2,685.00 "," $1,342.50 ",10/10/2017,10/15/2017,Shipped
187777,152689, YT Restaurants, $192.00 , $960.00 , $480.00 ,10/10/2017,10/15/2017,Shipped
662674,452584, Acme Grocery Stores, $304.00 ," $1,520.00 ", $760.00 ,10/12/2017,10/14/2017,Shipped
906411,325698, Cascade Grovers, $544.00 ," $2,720.00 "," $1,360.00 ",10/11/2017,10/13/2017,Shipped
725282,985245, Quick Bite Convenience Stores, $881.00 ," $4,405.00 "," $2,202.50 ",10/9/2017,10/13/2017,Shipped
589922,985245, Quick Bite Convenience Stores, $558.00 ," $2,790.00 "," $1,395.00 ",10/9/2017,10/13/2017,Shipped
282180,785432, Park & Eat LLC, $509.00 ," $2,545.00 "," $1,272.50 ",10/8/2017,10/13/2017,Shipped
171734,325698, Cascade Grovers, $153.00 , $765.00 , $382.50 ,10/10/2017,10/12/2017,Shipped
700155,985245, Quick Bite Convenience Stores, $223.00 ," $1,115.00 ", $557.50 ,10/8/2017,10/12/2017,Shipped
311278,785432, Park & Eat LLC, $395.00 ," $1,975.00 ", $987.50 ,10/8/2017,10/12/2017,Shipped
142820,152689, YT Restaurants, $514.00 ," $2,570.00 "," $1,285.00 ",10/6/2017,10/12/2017,Shipped
794609,452584, Acme Grocery Stores, $633.00 ," $3,165.00 "," $1,582.50 ",10/9/2017,10/11/2017,Shipped
950458,325698, Cascade Grovers, $153.00 , $765.00 , $382.50 ,10/9/2017,10/11/2017,Shipped
141474,785432, Park & Eat LLC, $259.00 ," $1,295.00 ", $647.50 ,10/7/2017,10/11/2017,Shipped
216808,785432, Park & Eat LLC, $875.00 ," $4,375.00 "," $2,187.50 ",10/6/2017,10/11/2017,Shipped
554569,325698, Cascade Grovers, $841.00 ," $4,205.00 "," $2,102.50 ",10/7/2017,10/9/2017,Shipped
498706,325698, Cascade Grovers, $292.00 ," $1,460.00 ", $730.00 ,10/6/2017,10/9/2017,Shipped
246626,985245, Quick Bite Convenience Stores, $55.00 , $275.00 , $137.50 ,10/5/2017,10/9/2017,Shipped
521886,785432, Park & Eat LLC, $867.00 ," $4,335.00 "," $2,167.50 ",10/4/2017,10/9/2017,Shipped
313500,985245, Quick Bite Convenience Stores, $540.00 ," $2,700.00 "," $1,350.00 ",10/3/2017,10/7/2017,Shipped
108440,152689, YT Restaurants, $55.00 , $275.00 , $137.50 ,10/2/2017,10/7/2017,Shipped
633331,325698, Cascade Grovers, $523.00 ," $2,615.00 "," $1,307.50 ",10/4/2017,10/6/2017,Shipped
871676,985245, Quick Bite Convenience Stores, $676.00 ," $3,380.00 "," $1,690.00 ",10/2/2017,10/6/2017,Shipped
369239,785432, Park & Eat LLC, $313.00 ," $1,565.00 ", $782.50 ,10/1/2017,10/6/2017,Shipped
690844,152689, YT Restaurants, $630.00 ," $3,150.00 "," $1,575.00 ",10/1/2017,10/6/2017,Shipped
425299,452584, Acme Grocery Stores, $130.00 , $650.00 , $325.00 ,10/3/2017,10/5/2017,Shipped
473665,452584, Acme Grocery Stores, $235.00 ," $1,175.00 ", $587.50 ,10/2/2017,10/4/2017,Shipped
252449,985245, Quick Bite Convenience Stores, $675.00 ," $3,375.00 "," $1,687.50 ",9/30/2017,10/4/2017,Shipped
196953,325698, Cascade Grovers, $84.00 , $420.00 , $210.00 ,10/1/2017,10/3/2017,Shipped
174067,325698, Cascade Grovers, $987.00 ," $4,935.00 "," $2,467.50 ",10/1/2017,10/3/2017,Shipped
670189,325698, Cascade Grovers, $128.00 , $640.00 , $320.00 ,9/30/2017,10/2/2017,Shipped
414251,785432, Park & Eat LLC, $747.00 ," $3,735.00 "," $1,867.50 ",9/28/2017,10/2/2017,Shipped
842561,152689, YT Restaurants, $53.00 , $265.00 , $132.50 ,9/27/2017,10/2/2017,Shipped
128273,152689, YT Restaurants, $857.00 ," $4,285.00 "," $2,142.50 ",9/27/2017,10/2/2017,Shipped
342085,152689, YT Restaurants, $255.00 ," $1,275.00 ", $637.50 ,9/26/2017,10/2/2017,Shipped
512151,325698, Cascade Grovers, $275.00 ," $1,375.00 ", $687.50 ,9/29/2017,10/1/2017,Shipped
605022,985245, Quick Bite Convenience Stores, $227.00 ," $1,135.00 ", $567.50 ,9/27/2017,10/1/2017,Shipped
880643,785432, Park & Eat LLC, $326.00 ," $1,630.00 ", $815.00 ,9/26/2017,10/1/2017,Shipped
813357,152689, YT Restaurants, $355.00 ," $1,775.00 ", $887.50 ,9/26/2017,10/1/2017,Shipped
370020,325698, Cascade Grovers, $654.00 ," $3,270.00 "," $1,635.00 ",9/28/2017,9/30/2017,Shipped
661724,785432, Park & Eat LLC, $340.00 ," $1,700.00 ", $850.00 ,9/25/2017,9/30/2017,Shipped
329404,152689, YT Restaurants, $833.00 ," $4,165.00 "," $2,082.50 ",9/24/2017,9/30/2017,Shipped
312503,325698, Cascade Grovers, $538.00 ," $2,690.00 "," $1,345.00 ",9/27/2017,9/29/2017,Shipped
746462,325698, Cascade Grovers, $784.00 ," $3,920.00 "," $1,960.00 ",9/26/2017,9/29/2017,Shipped
670237,325698, Cascade Grovers, $396.00 ," $1,980.00 ", $990.00 ,9/26/2017,9/28/2017,Shipped
621395,325698, Cascade Grovers, $471.00 ," $2,355.00 "," $1,177.50 ",9/26/2017,9/28/2017,Shipped
974004,325698, Cascade Grovers, $819.00 ," $4,095.00 "," $2,047.50 ",9/25/2017,9/27/2017,Shipped
378960,325698, Cascade Grovers, $291.00 ," $1,455.00 ", $727.50 ,9/25/2017,9/27/2017,Shipped
530416,325698, Cascade Grovers, $643.00 ," $3,215.00 "," $1,607.50 ",9/24/2017,9/27/2017,Shipped
